name,position
Ciro Nogueira,casa-civil-da-presidencia-da-republica
Anderson Torres,ministerio-da-justica-e-seguranca-publica
Ministro da Defesa Paulo Sérgio,ministerio-da-defesa
MiRelExteriores1.png,ministerio-das-relacoes-exteriores
f3097f2e-bb1c-4eee-9168-e340bc4f230d.jpeg,ministerio-da-economia
copy_of_MINFRA.png,
copy2_of_MAPA.png,ministerio-da-agricultura
Ministro da Educação,
copy_of_MTP.png,ministerio-de-estado-do-trabalho-e-previdencia
WhatsAppImage20220428at14.21.29.jpeg,ministerio-da-cidadania
ministrosdeestadoMarceloQueiroga.png,ministerio-da-saude
31013c31-ee90-4fba-9cf1-154dc4547108.png,ministerio-das-comunicacoes
WhatsAppImage20220406at10.20.53.jpeg,ministerio-da-ciencia-tecnologia-inovacoes-e-comunicacoes
Joaquim Álvaro,ministerio-do-meio-ambiente
copy_of_MTur.png,ministerio-do-turismo
copy3_of_MDR.png,ministerio-do-desenvolvimento-regional
a81c4223-b452-4d06-9152-7d9e4848f87f.jpeg,controladoria-geral-da-uniao-cgu
WhatsAppImage20220405at10.11.211.jpeg,ministerio-da-mulher-familia-e-direitos-humanos
SGPRLuizEduardoRamos.png,secretaria-geral-da-presidencia-da-republica
SEGOVCelioFariaJunior.png,secretaria-de-governo-da-presidencia-da-republica
67fdb5f5-7ed8-493c-a466-e25c4476bc64.jpeg,gabinete-de-seguranca-institucional
Bruno Bianco Leal,advocacia-geral-da-uniao-agu
