id,name,relationship,relative,relativename
Q10270312,Edison Lobão,child,Q10270313,
Q10270312,Edison Lobão,spouse,Q10336687,
Q10271244,Elcione Barbalho,spouse,Q3806086,
Q10279146,Fabio Faria,spouse,Q10346160,
Q10293167,Rodrigo Maia,father,Q324174,
Q10304453,Ivo Gomes,father,Q56347811,
Q10304453,Ivo Gomes,sibling,Q5119489,
Q10304453,Ivo Gomes,sibling,Q744798,
Q10304982,Jair Bolsonaro,child,Q10283057,
Q10304982,Jair Bolsonaro,child,Q18246320,
Q10304982,Jair Bolsonaro,child,Q58428162,
Q10304982,Jair Bolsonaro,child,Q58428214,
Q10304982,Jair Bolsonaro,child,Q9696914,
Q10304982,Jair Bolsonaro,father,Q106815816,
Q10304982,Jair Bolsonaro,spouse,Q57911283,
Q10304982,Jair Bolsonaro,spouse,Q57951356,
Q10304982,Jair Bolsonaro,spouse,Q57951438,
Q10309629,José Ivo Sartori,spouse,Q10325889,
Q10311264,João Carlos Bacelar Batista,relative,Q10307400,
Q10311264,João Carlos Bacelar Batista,relative,Q18276137,
Q10311264,João Carlos Bacelar Batista,relative,Q47011498,
Q10311413,João Doria,father,Q10311426,
Q10317356,Leonardo Picciani,father,Q10308208,
Q10320255,Luciana Genro,father,Q3515818,
Q10326004,Maria Lúcia Amary,spouse,Q10359328,
Q10329753,Miguel Corrêa,spouse,Q76669387,
Q10334305,Márcio França,child,Q20045670,
Q10334305,Márcio França,spouse,Q56349549,
Q10336446,Neudo Ribeiro Campos,spouse,Q18486154,
Q10336590,Newton Cardoso,child,Q23883203,
Q10340805,Omar Aziz,spouse,Q60437178,
Q10346628,Paulo Henrique Lustosa,father,Q10346671,
Q10358939,Reinaldo Azambuja,spouse,Q108096200,
Q10359235,Renan Filho,father,Q3623584,
Q10361085,Ricardo Barros,spouse,Q9757510,
Q10361158,Ricardo Izar Júnior,father,Q10361159,
Q10361159,Ricardo Izar,child,Q10361158,
Q10361241,Ricardo Tripoli,sibling,Q10363451,
Q10363451,Roberto Tripoli,sibling,Q10361241,
Q10371678,Simone Tebet,child,Q110161866,
Q10371678,Simone Tebet,child,Q110161900,
