item,itemLabel,startDate,endDate,sourceDate,psid
Q111507,Amazonino Mendes,1999-01-01,2003-01-01,,Q111507-82FB04C9-BEC1-47DE-B827-0D90EF307410
Q5042029,Eduardo Braga,2003-01-01,2007-01-01,,Q5042029-2FB37B9A-AEDC-4D1B-AA29-5C505EEB2321
Q5042029,Eduardo Braga,2007-01-01,2010-03-31,,Q5042029-99865381-FF27-4D83-8FAD-99CDDD688673
Q10340805,Omar Aziz,2010-03-31,2011-01-01,,Q10340805-946ADB25-8242-4EFC-BD85-2F623EFD0918
Q10340805,Omar Aziz,2011-01-01,2014-04-04,,Q10340805-0181E4C6-C939-46A6-9B5F-1F2DB7DDDFF6
Q10310117,José Melo de Oliveira,2014-04-04,2015-01-01,,Q10310117-C36B7662-5C59-4A3A-B143-394BE1E0D3EB
Q10310117,José Melo de Oliveira,2015-01-01,2017-05-09,,Q10310117-0904B51C-D758-48A7-9CB8-90EBF0931FF7
Q10264374,David Almeida,2017-05-09,2017-10-04,,Q10264374-99E448CC-93C4-4C02-B3A3-6BE8F0D06D60
Q111507,Amazonino Mendes,2017-10-04,2019-01-01,,Q111507-6F1FF29D-FBD5-4A6E-8697-84EC1C6974F4
Q58047696,Wilson Lima,2019-01-01,,,Q58047696-0442DD7E-B3C1-4548-B763-C8622C4916F7
