item,itemLabel,startDate,endDate,sourceDate,psid
Q7155285,Paulo Renato Souza,1995-01-01,2003-01-01,,Q7155285-83E3BDA7-B8A2-40B8-9E51-732C66FAF6EE
Q1789919,Cristovam Buarque,2003-01-01,2004-01-27,,Q1789919-6E3022DC-1131-4E96-A035-6D79D85A1435
Q3515818,Tarso Genro,2004-01-27,2005-07-29,,Q3515818-A52630FA-7F78-45E7-A39E-B519A436BBAB
Q3069485,Fernando Haddad,2005-07-29,2011-01-01,,Q3069485-C376D70C-25ED-4888-A9F8-DE2183953FD2
Q3069485,Fernando Haddad,2011-01-01,2012-01-23,,Q3069485-008EDB4C-EAE2-4670-B2AE-F62733CB5598
Q3820720,Aloizio Mercadante,2012-01-24,2014-02-02,,Q3820720-F0CF31E8-C950-4D08-8C2D-96854AA6050D
Q16337689,José Henrique Paim,2014-02-03,2015-01-01,,Q16337689-ADE3F368-2C7E-4581-A6FF-FD220292E5DD
Q10320688,Luiz Cláudio Costa,2015-03-18,2015-04-06,,Q10320688-071EE336-D846-4399-ABAB-1909FEFD2085
Q7312649,Renato Janine Ribeiro,2015-04-06,2015-10-01,,Q7312649-48BF9544-87F9-4280-9D1A-00A9B60C5965
Q3820720,Aloizio Mercadante,2015-10-02,2016-05-12,,Q3820720-CC1E5A83-6C6B-4148-9139-1794F0086293
Q9031519,José Mendonça Bezerra Filho,2016-05-12,2018-04-06,,Q9031519-C9312117-A7A8-4753-9090-7208D6A638D9
Q51882584,Rossieli Soares,2018-04-06,2018-12-31,,Q51882584-A79C18BC-41F7-48BB-9A35-60D17CC62E61
Q59123716,Ricardo Vélez Rodríguez,2019-01-01,2019-04-08,,Q59123716-75A05E08-B8B8-4373-9A5F-AA5FB0BFB3AE
Q63039824,Abraham Weintraub,2019-04-09,2020-06-20,,Q63039824-6fbe1317-4cb2-e949-9241-131063732746
Q97161166,Milton Ribeiro,2020-07-16,2022-03-28,,Q97161166-86AC6CFB-C798-4E23-99FA-2C9DCDB368DA
Q111433242,Victor Godoy Veiga,2022-03-29,,,Q111433242-1ffc70cc-4078-6359-32b5-5f67494f99c4
