@@,itemlabel,item,startdate,enddate
+++,Jorge Teixeira,Q10308250,1982-01-04,1985-05-10
+++,Ângelo Angelin,Q10396131,1985-05-10,1987-03-15
+++,Jerônimo Santana,Q10306773,1987-03-15,1991-03-15
+++,Osvaldo Piana,Q10342360,1991-03-15,1995-01-01
+++,Valdir Raupp,Q10388739,1995-01-01,1999-01-01
+++,José Bianco,Q10308999,1999-01-01,2003-01-01
+++,Ivo Cassol,Q9010152,2003-01-01,2010-03-31
+++,João Cahulla,Q10311084,2010-03-31,2011-01-01
+++,Confúcio Moura,Q9849034,2011-01-01,2018-04-05
+++,Daniel Pereira,Q51882561,2018-04-06,2018-12-31
