item,itemLabel,startDate,endDate
Q10308250,Jorge Teixeira,1982-01-04,1985-05-10
Q10396131,Ângelo Angelin,1985-05-10,1987-03-15
Q10306773,Jerônimo Santana,1987-03-15,1991-03-15
Q10342360,Osvaldo Piana,1991-03-15,1995-01-01
Q10388739,Valdir Raupp,1995-01-01,1999-01-01
Q10308999,José Bianco,1999-01-01,2003-01-01
Q9010152,Ivo Cassol,2003-01-01,2010-03-31
Q10311084,João Cahulla,2010-03-31,2011-01-01
Q9849034,Confúcio Moura,2011-01-01,2018-04-05
Q51882561,Daniel Pereira,2018-04-06,2018-12-31
Q60345250,Marcos Rocha,2019-01-01,
