item,itemLabel,startDate,endDate,sourceDate,psid
Q379563,José Serra,1998-03-31,2002-02-20,,Q379563-50EF1C87-B19A-4F2E-B318-E2E7012BEE56
Q16496845,Barjas Negri,2002-02-21,2003-01-01,2022-04-13,Q16496845-FD24470A-FF04-46C9-86C9-6C8939096B0F
Q10298868,Humberto Costa,2003-01-01,2005-07-08,2022-04-13,Q10298868-E9759033-4B7B-43E8-AF03-A87678C4E605
Q10310500,José Saraiva Felipe,2005-07-08,2006-03-31,2022-04-13,Q10310500-663D3C9B-7095-4BEA-9109-8306CEDC4181
Q9587826,Agenor Álvares,2006-03-31,2007-03-16,2022-04-13,Q9587826-7E554DC3-64BC-4E38-9CD2-6F0E0351CA30
Q10309519,José Gomes Temporão,2007-03-16,2010-12-31,2022-04-13,Q10309519-70B238E0-6380-4409-96F0-A8E4FE37C018
Q4163528,Alexandre Padilha,2011-01-01,2014-02-02,2022-04-13,Q4163528-626DA00A-13C2-4AC8-B8F7-300924B3E3B5
Q16494211,Arthur Chioro,2014-02-03,2015-10-02,2022-04-13,Q16494211-472A57EA-C232-4595-AEC7-B5E054B70E58
Q16337847,Marcelo Castro,2015-10-02,2016-04-27,2022-04-13,Q16337847-476CFA79-797F-4CD7-8961-8AD8145A4F27
Q10361085,Ricardo Barros,2016-05-12,2018-04-01,2022-04-13,Q10361085-279BDAEA-0507-4EF8-A0F7-2C969A8049A5
Q16337518,Gilberto Occhi,2018-04-02,2019-01-01,,Q16337518-224244bc-4a25-807f-acd2-9007ab6afbd3
Q18472576,Luiz Henrique Mandetta,2019-01-01,2020-04-16,2022-04-13,Q18472576-DDDE438C-4FAD-49C7-A07E-AC3C370B0E27
Q90844310,Nelson Luiz Sperle Teich,2020-04-17,2020-05-15,,Q90844310-84B4EDB9-9E39-4E09-9F0F-B0662F970706
Q94787924,Eduardo Pazuello,2020-06-02,2020-09-16,,Q94787924-90f00355-42da-fd6d-9ac5-7761c87d31ac
Q94787924,Eduardo Pazuello,2020-09-16,2021-03-23,,Q94787924-F5D119C4-146C-4B7F-A4CA-E00399C762D6
Q105969706,Marcelo Queiroga,2021-03-23,,,Q105969706-E1A9D08B-FC99-4C28-BB17-5AB5D5BDCBAC
