item,itemLabel,startDate,endDate,sourceDate,psid
Q10309086,José Carlos Dias,1999-07-19,2000-04-14,2022-04-13,Q10309086-BB2448D8-5499-41D1-A5C5-B3B058B944E6
Q10309548,José Gregori,2000-04-14,2001-11-14,2022-04-13,Q10309548-03959403-21E8-4992-910A-8572DBDD4488
Q9607654,Aloysio Nunes,2001-11-14,2002-04-03,2022-04-13,Q9607654-ECF4854C-8742-44C0-82AF-C2FC7F191AD4
Q10329841,Miguel Reale Júnior,2002-04-03,2002-07-10,2022-04-13,Q10329841-8F29B3A5-0AFB-48EC-9901-5F27BCC6658D
Q10346905,Paulo de Tarso Ramos Ribeiro,2002-07-10,2003-01-01,2022-04-13,Q10346905-A8668B63-7833-47AF-A9A8-239FE6EA91CB
Q727123,Márcio Thomaz Bastos,2003-01-01,2007-03-16,2022-04-13,Q727123-6907982E-BAA2-4C14-8F93-0D7F4A96E554
Q3515818,Tarso Genro,2007-03-16,2010-02-10,2022-04-13,Q3515818-B3695CDE-0FEC-4445-946B-F608ECD89444
Q10320820,Luiz Paulo Barreto,2010-02-10,2010-12-31,2022-04-13,Q10320820-4DD08F21-460A-4094-BD3C-B13A8C67DE9F
Q10309291,José Eduardo Cardozo,2011-01-01,2016-03-03,2022-04-13,Q10309291-90E9CB82-B6EA-4B41-B284-4DC0C73C32D6
Q23893528,Wellington César Lima e Silva,2016-03-03,2016-03-14,2022-04-13,Q23893528-74C280F7-DDA5-4748-9D6D-01C384A2BBE3
Q23893552,Eugênio Aragão,2016-03-14,2016-05-12,2022-04-13,Q23893552-CFB21552-B36C-4BF3-97B4-05B094C24D39
Q22294946,Alexandre de Moraes,2016-05-12,2017-02-22,2022-04-13,Q22294946-6DCBEBA5-96F9-407A-A08C-5606190709B3
Q28920415,José Levi Mello do Amaral Júnior,2017-02-07,2017-03-07,,Q28920415-0DC12066-CB25-40D4-A78F-C31561043C37
Q10342261,Osmar Serraglio,2017-03-07,2017-05-28,,Q10342261-C776B3F8-95AD-4861-9A03-7E6082BFD5B6
Q10383681,Torquato Jardim,2017-05-31,2019-01-01,2022-04-13,Q10383681-9B4C208E-8C5E-4FE0-B2BF-EB694553BF56
Q19607958,Sergio Moro,2019-01-01,2020-04-24,,Q19607958-13dac470-56d8-426e-afb5-82c535f729a6
Q106290142,Anderson Torres,2020-03-30,,,Q106290142-B39F9591-97D9-4A5E-8730-700B923EFED6
Q60396070,André Mendonça,2020-04-29,2021-03-29,,Q60396070-4859CA52-03BD-48A5-878C-5CBAFC4F9ADC
